496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
496355.191409,35944.903780,118961.064172,143591.540776,88441.791785,147723.415928,4141.998291,90237.000003,-46491.001129,-0.000000,45000.000000,-179074.996948,0.000000,0.000000,0.000000
